Condition,Model,Yoruba Proverb,Gold Translation,Generated Translation
ZeroShot-CoT,GPT,Idà ahun la fi ńpa ahun.,It is with its own sword that one kills the tortoise.,"To translate the Yoruba proverb ""Idà ahun la fi ńpa ahun"" into English, let's break it down step by step:

1. **Idà**: This means ""sword"" or ""machete"" in English.
2. **Ahun**: This refers to a ""tortoise.""
3. **La fi ńpa**: This phrase means ""is used to kill"" or ""is used to deal with.""

Putting it all together, the proverb ""Idà ahun la fi ńpa ahun"" can be translated to English as: ""A tortoise is dealt with using a tortoise's sword.""

This proverb suggests that the best way to handle a situation or a person is by using their own methods or characteristics against them. It implies that sometimes, the solution to a problem lies within the problem itself."
ZeroShot-CoT,GPT,Oúnjẹ ọmọ kékeré a máa wọ àgbà nínú; òrùka ọmọ kékeré ni kì í wọ ágbá lọ́wọ́.,A youth's food can enter the stomach of an elder; it is only a youth's ring that cannot slip unto an elder's finger.,"To translate the Yoruba proverb ""Oúnjẹ ọmọ kékeré a máa wọ àgbà nínú; òrùka ọmọ kékeré ni kì í wọ ágbá lọ́wọ́"" into English, let's break it down step by step:

1. **Oúnjẹ ọmọ kékeré**: This phrase means ""the food of a small child"" or ""a small child's food.""

2. **a máa wọ àgbà nínú**: This part translates to ""will enter an elder's stomach"" or ""can be consumed by an elder.""

3. **ò̩rùka ọmọ kékeré**: This means ""the ring of a small child"" or ""a small child's ring.""

4. **ni kì í wọ ágbá lọ́wọ́**: This translates to ""does not fit an elder's finger"" or ""cannot be worn by an elder.""

Putting it all together, the proverb can be translated as:
""The food of a small child can be consumed by an elder, but a small child's ring cannot fit an elder's finger.""

This proverb suggests that while some things meant for the young can be suitable for the old, not everything is interchangeable between generations."
ZeroShot-CoT,GPT,“Ẹ fà á wọlé” ló yẹ ẹlẹ́ṣin.,“Lead it into the stable” is what becomes a horseman.,"To translate the Yoruba proverb ""“Ẹ fà á wọlé” ló yẹ ẹlẹ́ṣin"" into English, let's break it down step by step:

1. **""Ẹ fà á wọlé""**: This phrase can be translated as ""Pull it inside"" or ""Draw it in."" The word ""Ẹ"" is a command form, ""fà"" means ""pull"" or ""draw,"" and ""wọlé"" means ""inside"" or ""in.""

2. **""ló yẹ""**: This part means ""is appropriate for"" or ""befits."" The word ""yẹ"" means ""to befit"" or ""to be appropriate,"" and ""ló"" is a contraction of ""ni ó,"" which means ""is.""

3. **""ẹlẹ́ṣin""**: This word means ""horse rider"" or ""equestrian."" It is derived from ""ẹṣin,"" which means ""horse,"" and ""elẹ́,"" which indicates possession or association, so ""ẹlẹ́ṣin"" refers to someone who rides a horse.

Putting it all together, the proverb ""“Ẹ fà á wọlé” ló yẹ ẹlẹ́ṣin"" can be translated into English as: ""‘Pull it inside’ is appropriate for the horse rider.""

This proverb suggests that certain actions or behaviors are suitable or fitting for specific people or situations. In this context, the act of pulling something inside is seen as appropriate for someone who rides a horse, possibly implying the need for control or restraint in certain circumstances."
ZeroShot-CoT,GPT,Ajá kì í lọ ságinjù lọ ṣọdẹ ẹkùn.,A dog does not go into the wild to hunt a leopard.,"To translate the Yoruba proverb ""Ajá kì í lọ ságinjù lọ ṣọdẹ ẹkùn"" into English, let's break it down step by step:

1. **Ajá** - This means ""dog"" in English.
2. **kì í** - This phrase is used to indicate something that is not done or does not happen. It can be translated as ""does not"" or ""never.""
3. **lọ** - This means ""go"" in English.
4. **ságinjù** - This means ""into the wilderness"" or ""into the bush.""
5. **lọ** - This is a repetition of the word ""go.""
6. **ṣọdẹ** - This means ""to hunt"" or ""to confront.""
7. **ẹkùn** - This means ""leopard.""

Putting it all together, the proverb can be translated as: ""A dog does not go into the wilderness to confront a leopard.""

This proverb suggests that one should not engage in actions that are beyond their capacity or challenge someone or something that is far superior or more dangerous. It emphasizes the importance of knowing one's limits and acting wisely."
ZeroShot-CoT,GPT,Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀.,The person who must settle his/her affair knows best how he/she plans to go about doing so.,"To translate the Yoruba proverb ""Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀"" into English, let's break it down step by step:

1. **Alátiṣe**: This word can be broken into ""alá"" (owner or possessor) and ""tiṣe"" (of doing or action). Together, ""alátiṣe"" refers to someone who is responsible for or in charge of doing something.

2. **Ní ḿmọ**: ""Ní"" means ""is"" or ""has,"" and ""ḿmọ"" means ""knows"" or ""understands."" So, ""ní ḿmọ"" translates to ""knows"" or ""understands.""

3. **Àtiṣe ara-a rẹ̀**: ""Àtiṣe"" means ""the act of doing"" or ""work,"" ""ara-a"" means ""his/her own,"" and ""rẹ̀"" is a possessive pronoun meaning ""his/her."" So, ""àtiṣe ara-a rẹ̀"" translates to ""his/her own work"" or ""his/her own actions.""

Putting it all together, the proverb ""Alátiṣe ní ḿmọ àtiṣe ara-a rẹ̀"" can be translated into English as:

""The one responsible for the work knows how to do it themselves.""

This proverb emphasizes the idea that a person who is in charge of a task or responsibility is the one who truly understands how to carry it out."
ZeroShot-CoT,GPT,"Àpárá ńlá, ìjà ní ńdà.",Excessive ribbing unfailingly leads to a fight.,"To translate the Yoruba proverb ""Àpárá ńlá, ìjà ní ńdà"" into English, let's break it down step by step:

1. **Àpárá**: This word refers to a ""scar"" or ""mark,"" often implying a significant or noticeable one.

2. **ńlá**: This means ""big"" or ""large.""

3. **ìjà**: This translates to ""fight"" or ""conflict.""

4. **ní ńdà**: This phrase means ""causes"" or ""leads to.""

Putting it all together, the proverb ""Àpárá ńlá, ìjà ní ńdà"" can be translated into English as: ""A big scar leads to a fight."" 

This proverb suggests that significant or noticeable issues (symbolized by a big scar) often lead to conflicts or disputes."
ZeroShot-CoT,GPT,"Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?","Today, the antelope falls into the ditch; tomorrow, the antelope falls into the ditch; is the antelope the only animal in the forest?","To translate the Yoruba proverb ""Òní, ẹtú jìnfìn, ọ̀la, ẹtú jìnfìn; ẹtu nìkan lẹran tó wà nígbó?"" into English, let's break it down step by step:

1. **Òní, ẹtú jìnfìn**: 
   - ""Òní"" means ""today.""
   - ""ẹtú"" refers to a type of antelope.
   - ""jìnfìn"" means ""to fall into a pit"" or ""to be trapped.""
   - So, this part translates to ""Today, the antelope falls into a pit.""

2. **ọ̀la, ẹtú jìnfìn**: 
   - ""ọ̀la"" means ""tomorrow.""
   - The rest of the phrase is the same as the first part.
   - This translates to ""Tomorrow, the antelope falls into a pit.""

3. **ẹtu nìkan lẹran tó wà nígbó?**: 
   - ""ẹtu nìkan"" means ""only the antelope.""
   - ""lẹran tó wà nígbó"" means ""is it the only animal in the forest?""
   - This part translates to ""Is the antelope the only animal in the forest?""

Putting it all together, the proverb translates to: 
""Today, the antelope falls into a pit; tomorrow, the antelope falls into a pit; is the antelope the only animal in the forest?""

This proverb is often used to question why the same misfortune repeatedly befalls the same person or thing, suggesting that there are other possibilities or alternatives."
ZeroShot-CoT,GPT,"Ìyàwó tó na ọmọ ọbàkan, ọ̀rọ̀ ló fẹ́ gbọ́.",The wife who whips a relative of her husband is asking for stern rebuke.,"To translate the Yoruba proverb ""Ìyàwó tó na ọmọ ọbàkan, ọ̀rọ̀ ló fẹ́ gbọ́"" into English, let's break it down step by step:

1. **Ìyàwó** - This means ""wife"" in English.
2. **tó na** - ""tó"" is a relative pronoun meaning ""that"" or ""who,"" and ""na"" means ""beat"" or ""spank.""
3. **ọmọ ọbàkan** - ""ọmọ"" means ""child,"" and ""ọbàkan"" refers to ""another person's child"" or ""someone else's child.""
4. **ọ̀rọ̀** - This means ""word"" or ""matter.""
5. **ló fẹ́ gbọ́** - ""ló"" is a contraction of ""ni ó,"" meaning ""wants to,"" ""fẹ́"" means ""wants,"" and ""gbọ́"" means ""hear"" or ""understand.""

Putting it all together, the proverb can be translated as: ""A wife who beats someone else's child wants to hear a word (or matter)."" 

In essence, this proverb suggests that when someone takes an action that affects others, they should be prepared to face the consequences or hear what others have to say about it."
ZeroShot-CoT,GPT,“Ọjọ́ tí mo ti ḿbọ̀ ng ò rírú ẹ̀ rí”: olúwa ẹ̀-ẹ́ mọ ìwọ̀n ara ẹ̀ ni.,“In all the days I have walked this earth I have never seen the like”: that person knows his place.,"To translate the Yoruba proverb ""“Ọjọ́ tí mo ti ḿbọ̀ ng ò rírú ẹ̀ rí”: olúwa ẹ̀-ẹ́ mọ ìwọ̀n ara ẹ̀ ni"" into English, let's break it down step by step:

1. **""Ọjọ́ tí mo ti ḿbọ̀ ng ò rírú ẹ̀ rí""**: This part of the proverb can be translated as ""The day I have been waiting for, I have never seen its like.""

2. **""olúwa ẹ̀-ẹ́ mọ ìwọ̀n ara ẹ̀ ni""**: This part translates to ""your master knows his own limits.""

Putting it all together, the full translation of the proverb is: ""The day I have been waiting for, I have never seen its like; your master knows his own limits.""

This proverb suggests that one should be aware of their own limitations and not expect every anticipated event to unfold as imagined."
ZeroShot-CoT,GPT,"Àì-kúkú-joye, ó sàn ju, “Ẹnuù mi ò ká ìlú” lọ.","Not-assuming-the-position-of-ruler-at-all is far better than, “My word is not heeded by the people.”","To translate the Yoruba proverb ""Àì-kúkú-joye, ó sàn ju, “Ẹnuù mi ò ká ìlú” lọ"" into English, let's break it down step by step:

1. **Àì-kúkú-joye**: This phrase means ""not being appointed to a chieftaincy title"" or ""not assuming a leadership position.""

2. **ó sàn ju**: This means ""is better than.""

3. **Ẹnuù mi ò ká ìlú**: This translates to ""my mouth cannot encompass the town"" or ""I cannot speak for the entire community.""

4. **lọ**: This means ""than"" or ""compared to.""

Putting it all together, the proverb can be translated as:
""Not assuming a leadership position is better than saying, 'I cannot speak for the entire community.'""

This proverb suggests that it is preferable not to take on a leadership role if one cannot effectively represent or speak for the people."
ZeroShot-CoT,GPT,À-wín-ná-wó ò yẹni; à-gbà-bọ̀-ọ ṣòkòtò ò yẹ ọmọ èèyàn; bí kò fúnni lẹ́sẹ̀ a dòrògí; ohun ẹni ní ńyẹni.,Borrowing-money-to-spend does not speak well of one; borrowed trousers do not become a person; if it is not tight around the legs it is difficult to remove; it is one's thing that fits one.,"To translate the Yoruba proverb ""À-wín-ná-wó ò yẹni; à-gbà-bọ̀-ọ ṣòkòtò ò yẹ ọmọ èèyàn; bí kò fúnni lẹ́sẹ̀ a dòrògí; ohun ẹni ní ńyẹni"" into English, let's break it down step by step:

1. ""À-wín-ná-wó ò yẹni"" - This part means ""Borrowed clothes do not fit well."" It suggests that things that are not truly ours may not suit us perfectly.

2. ""À-gbà-bọ̀-ọ ṣòkòtò ò yẹ ọmọ èèyàn"" - This translates to ""Borrowed trousers do not fit a person."" It reinforces the idea that borrowed or not personally owned items may not be appropriate or suitable.

3. ""Bí kò fúnni lẹ́sẹ̀ a dòrògí"" - This means ""If it does not trip you, it will be too long."" It implies that borrowed items can cause inconvenience or problems.

4. ""Ohun ẹni ní ńyẹni"" - This translates to ""What belongs to one is what suits one."" It emphasizes that what truly belongs to us is what is most fitting and appropriate.

Putting it all together, the proverb can be translated as: ""Borrowed clothes do not fit well; borrowed trousers do not fit a person; if they do not trip you, they will be too long; what belongs to one is what suits one."" This proverb highlights the value of having one's own possessions and the potential issues with relying on borrowed items."
